Place,RIGOCode,RIGOCodeSt,RIGOCodeNo,RIGO2,RIGO,Code,Muni,MSA,MuniCode2,MSAPOP,State
Douglas County,OR99,OR,99,0,Unattached,41019,0,Not Applicable,,-,OR
Deschutes County,OR02,OR,2,0,Central Oregon Intergovernmental Council,41017,0,"Bend-Redmond, OR",,165954,OR
Curry County,OR99,OR,99,0,Unattached,41015,0,Not Applicable,,-,OR
Crook County,OR02,OR,2,0,Central Oregon Intergovernmental Council,41013,0,Not Applicable,,-,OR
Coos County,OR99,OR,99,0,Unattached,41011,0,Not Applicable,,-,OR
Columbia County,OR10,OR,10,0,Columbia-Pacific Economic Development District,41009,0,"Portland-Vancouver-Hillsboro, OR-WA",,2226009,OR
Clatsop County,OR10,OR,10,0,Columbia-Pacific Economic Development District,41007,0,Not Applicable,,-,OR
Clackamas County,OR75,OR,75,0,Portland Metro,41005,0,"Portland-Vancouver-Hillsboro, OR-WA",,2226009,OR
Benton County,OR06,OR,6,0,Oregon Cascades West Council of Governments,41003,0,"Corvallis, OR",,85579,OR
Baker County,OR09,OR,9,0,Northeast Oregon Economic Development District,41001,0,Not Applicable,,-,OR
Woodward County,OK03,OK,3,0,Oklahoma Economic Development Authority,40153,0,Not Applicable,,-,OK
Woods County,OK03,OK,3,0,Oklahoma Economic Development Authority,40151,0,Not Applicable,,-,OK
Washita County,OK04,OK,4,0,South Western Oklahoma Development Authority,40149,0,Not Applicable,,-,OK
Washington County,OK09,OK,9,0,Grsnd Gateway Economic Development Association,40147,0,Not Applicable,,-,OK
Wagoner County,OK02,OK,2,0,Indian Nations Council of Governments,40145,0,"Tulsa, OK",,937478,OK
Tulsa County,OK02,OK,2,0,Indian Nations Council of Governments,40143,0,"Tulsa, OK",,937478,OK
Tillman County,OK05,OK,5,0,Association of South Central Oklahoma Governments,40141,0,Not Applicable,,-,OK
Texas County,OK03,OK,3,0,Oklahoma Economic Development Authority,40139,0,Not Applicable,,-,OK
Stephens County,OK05,OK,5,0,Association of South Central Oklahoma Governments,40137,0,Not Applicable,,-,OK
Sequoyah County,OK08,OK,8,0,Estern Oklahoma Development District,40135,0,"Fort Smith, AR-OK",,298592,OK
Seminole County,OK11,OK,11,0,Central Oklahoma Economic Development District,40133,0,Not Applicable,,-,OK
Rogers County,OK02,OK,2,OK09,Indian Nations Council of Governments,40131,0,"Tulsa, OK",,937478,OK
Roger Mills County,OK04,OK,4,0,South Western Oklahoma Development Authority,40129,0,Not Applicable,,-,OK
Pushmataha County,OK07,OK,7,0,Kiamichi Economic Development District of Oklahoma,40127,0,Not Applicable,,-,OK
Pottawatomie County,OK11,OK,11,0,Central Oklahoma Economic Development District,40125,0,Not Applicable,,-,OK
Pontotoc County,OK06,OK,6,0,Southern Oklahoma Development Association,40123,0,Not Applicable,,-,OK
Pittsburg County,OK07,OK,7,0,Kiamichi Economic Development District of Oklahoma,40121,0,Not Applicable,,-,OK
Payne County,OK11,OK,11,0,Central Oklahoma Economic Development District,40119,0,Not Applicable,,-,OK
Pawnee County,OK11,OK,11,0,Central Oklahoma Economic Development District,40117,0,"Tulsa, OK",,937478,OK
Ottawa County,OK09,OK,9,0,Grsnd Gateway Economic Development Association,40115,0,Not Applicable,,-,OK
Osage County,OK02,OK,2,0,Indian Nations Council of Governments,40113,0,"Tulsa, OK",,937478,OK
Okmulgee County,OK08,OK,8,0,Estern Oklahoma Development District,40111,0,"Tulsa, OK",,937478,OK
Oklahoma County,OK01,OK,1,0,Association of Central Oklahoma Governments,40109,0,"Oklahoma City, OK",,1252987,OK
Okfuskee County,OK11,OK,11,0,Central Oklahoma Economic Development District,40107,0,Not Applicable,,-,OK
Nowata County,OK09,OK,9,0,Grsnd Gateway Economic Development Association,40105,0,Not Applicable,,-,OK
Noble County,OK10,OK,10,0,Northern Oklahoma Development District,40103,0,Not Applicable,,-,OK
Muskogee County,OK08,OK,8,0,Estern Oklahoma Development District,40101,0,Not Applicable,,-,OK
Murray County,OK06,OK,6,0,Southern Oklahoma Development Association,40099,0,Not Applicable,,-,OK
Mayes County,OK09,OK,9,0,Grsnd Gateway Economic Development Association,40097,0,Not Applicable,,-,OK
Marshall County,OK06,OK,6,0,Southern Oklahoma Development Association,40095,0,Not Applicable,,-,OK
Major County,OK10,OK,10,0,Northern Oklahoma Development District,40093,0,Not Applicable,,-,OK
McIntosh County,OK08,OK,8,0,Estern Oklahoma Development District,40091,0,Not Applicable,,-,OK
McCurtain County,OK07,OK,7,0,Kiamichi Economic Development District of Oklahoma,40089,0,Not Applicable,,-,OK
McClain County,OK05,OK,5,0,Association of South Central Oklahoma Governments,40087,0,"Oklahoma City, OK",,1252987,OK
Love County,OK06,OK,6,0,Southern Oklahoma Development Association,40085,0,Not Applicable,,-,OK
Logan County,OK01,OK,1,0,Association of Central Oklahoma Governments,40083,0,"Oklahoma City, OK",,1252987,OK
Lincoln County,OK11,OK,11,0,Central Oklahoma Economic Development District,40081,0,"Oklahoma City, OK",,1252987,OK
Le Flore County,OK07,OK,7,0,Kiamichi Economic Development District of Oklahoma,40079,0,"Fort Smith, AR-OK",,298592,OK
Latimer County,OK07,OK,7,0,Kiamichi Economic Development District of Oklahoma,40077,0,Not Applicable,,-,OK
Kiowa County,OK04,OK,4,0,South Western Oklahoma Development Authority,40075,0,Not Applicable,,-,OK
Kingfisher County,OK10,OK,10,0,Northern Oklahoma Development District,40073,0,Not Applicable,,-,OK
Kay County,OK10,OK,10,0,Northern Oklahoma Development District,40071,0,Not Applicable,,-,OK
Johnston County,OK06,OK,6,0,Southern Oklahoma Development Association,40069,0,Not Applicable,,-,OK
Jefferson County,OK05,OK,5,0,Association of South Central Oklahoma Governments,40067,0,Not Applicable,,-,OK
Jackson County,OK04,OK,4,0,South Western Oklahoma Development Authority,40065,0,Not Applicable,,-,OK
Hughes County,OK11,OK,11,0,Central Oklahoma Economic Development District,40063,0,Not Applicable,,-,OK
Haskell County,OK07,OK,7,0,Kiamichi Economic Development District of Oklahoma,40061,0,Not Applicable,,-,OK
Harper County,OK03,OK,3,0,Oklahoma Economic Development Authority,40059,0,Not Applicable,,-,OK
Harmon County,OK04,OK,4,0,South Western Oklahoma Development Authority,40057,0,Not Applicable,,-,OK
Greer County,OK04,OK,4,0,South Western Oklahoma Development Authority,40055,0,Not Applicable,,-,OK
Grant County,OK10,OK,10,0,Northern Oklahoma Development District,40053,0,Not Applicable,,-,OK
Grady County,OK05,OK,5,0,Association of South Central Oklahoma Governments,40051,0,"Oklahoma City, OK",,1252987,OK
Garvin County,OK06,OK,6,0,Southern Oklahoma Development Association,40049,0,Not Applicable,,-,OK
Garfield County,OK10,OK,10,0,Northern Oklahoma Development District,40047,0,"Enid, OK",,62267,OK
Ellis County,OK03,OK,3,0,Oklahoma Economic Development Authority,40045,0,Not Applicable,,-,OK
Dewey County,OK03,OK,3,0,Oklahoma Economic Development Authority,40043,0,Not Applicable,,-,OK
Delaware County,OK09,OK,9,0,Grsnd Gateway Economic Development Association,40041,0,Not Applicable,,-,OK
Custer County,OK04,OK,4,0,South Western Oklahoma Development Authority,40039,0,Not Applicable,,-,OK
Creek County,OK02,OK,2,0,Indian Nations Council of Governments,40037,0,"Tulsa, OK",,937478,OK
Craig County,OK09,OK,9,0,Grsnd Gateway Economic Development Association,40035,0,Not Applicable,,-,OK
Cotton County,OK05,OK,5,0,Association of South Central Oklahoma Governments,40033,0,"Lawton, OK",,124098,OK
Comanche County,OK05,OK,5,0,Association of South Central Oklahoma Governments,40031,0,"Lawton, OK",,124098,OK
Coal County,OK06,OK,6,0,Southern Oklahoma Development Association,40029,0,Not Applicable,,-,OK
Cleveland County,OK01,OK,1,0,Association of Central Oklahoma Governments,40027,0,"Oklahoma City, OK",,1252987,OK
Cimarron County,OK03,OK,3,0,Oklahoma Economic Development Authority,40025,0,Not Applicable,,-,OK
Choctaw County,OK07,OK,7,0,Kiamichi Economic Development District of Oklahoma,40023,0,Not Applicable,,-,OK
Cherokee County,OK08,OK,8,0,Estern Oklahoma Development District,40021,0,Not Applicable,,-,OK
Carter County,OK06,OK,6,0,Southern Oklahoma Development Association,40019,0,Not Applicable,,-,OK
Canadian County,OK01,OK,1,0,Association of Central Oklahoma Governments,40017,0,"Oklahoma City, OK",,1252987,OK
Caddo County,OK05,OK,5,0,Association of South Central Oklahoma Governments,40015,0,Not Applicable,,-,OK
Bryan County,OK06,OK,6,0,Southern Oklahoma Development Association,40013,0,Not Applicable,,-,OK
Blaine County,OK10,OK,10,0,Northern Oklahoma Development District,40011,0,Not Applicable,,-,OK
Beckham County,OK04,OK,4,0,South Western Oklahoma Development Authority,40009,0,Not Applicable,,-,OK
Beaver County,OK03,OK,3,0,Oklahoma Economic Development Authority,40007,0,Not Applicable,,-,OK
Atoka County,OK06,OK,6,0,Southern Oklahoma Development Association,40005,0,Not Applicable,,-,OK
Alfalfa County,OK10,OK,10,0,Northern Oklahoma Development District,40003,0,Not Applicable,,-,OK
Adair County,OK08,OK,8,0,Estern Oklahoma Development District,40001,0,Not Applicable,,-,OK
Wyandot County,OH99,OH,99,0,Unattached,39175,0,Not Applicable,,-,OH
Wood County,OH06,OH,6,0,Toledo Metropolitan Area Council of Governments,39173,0,"Toledo, OH",,651429,OH
Williams County,OH10,OH,10,0,Maumee Valley Planning Organization,39171,0,Not Applicable,,-,OH
Wayne County,OH02,OH,2,0,Northeast Ohio Four County Regional Planning and Development Organization,39169,0,Not Applicable,,-,OH
Washington County,OH08,OH,8,0,Buckeye Hills - Hocking Valley Regional Development District,39167,0,Not Applicable,,-,OH
Warren County,OH01,OH,1,OH05,Ohio-Kentucky-Indiana Regional Council of Governments,39165,0,"Cincinnati, OH-KY-IN",,2130151,OH
Vinton County,OH09,OH,9,0,Ohio Valley Regional Development Commission,39163,0,Not Applicable,,-,OH
Van Wert County,OH99,OH,99,0,Unattached,39161,0,Not Applicable,,-,OH
Union County,OH04,OH,4,0,Mid-Ohio Regional Planning Commission,39159,0,"Columbus, OH",,1836536,OH
Tuscarawas County,OH11,OH,11,0,Ohio Mid-Eastern Governments Association,39157,0,Not Applicable,,-,OH
Trumbull County,OH07,OH,7,0,Eastgate Regional Council of Governments,39155,0,"Youngstown-Warren-Boardman, OH-PA",,565773,OH
Summit County,OH02,OH,2,0,Northeast Ohio Four County Regional Planning and Development Organization,39153,0,"Akron, OH",,703200,OH
Stark County,OH02,OH,2,0,Northeast Ohio Four County Regional Planning and Development Organization,39151,0,"Canton-Massillon, OH",,404422,OH
Shelby County,OH99,OH,99,0,Unattached,39149,0,Not Applicable,,-,OH
Seneca County,OH99,OH,99,0,Unattached,39147,0,Not Applicable,,-,OH
Scioto County,OH09,OH,9,0,Ohio Valley Regional Development Commission,39145,0,Not Applicable,,-,OH
Sandusky County,OH06,OH,6,0,Toledo Metropolitan Area Council of Governments,39143,0,Not Applicable,,-,OH
Ross County,OH04,OH,4,0,Mid-Ohio Regional Planning Commission,39141,0,Not Applicable,,-,OH
Richland County,OH53,OH,53,0,Richland County Regiol Planning Commission,39139,0,"Mansfield, OH",,124475,OH
Putnam County,OH99,OH,99,0,Unattached,39137,0,Not Applicable,,-,OH
Preble County,OH05,OH,5,0,Miami Valley Regional Planning Commission,39135,0,Not Applicable,,-,OH
Portage County,OH02,OH,2,0,Northeast Ohio Four County Regional Planning and Development Organization,39133,0,"Akron, OH",,703200,OH
Pike County,OH09,OH,9,0,Ohio Valley Regional Development Commission,39131,0,Not Applicable,,-,OH
Pickaway County,OH04,OH,4,0,Mid-Ohio Regional Planning Commission,39129,0,"Columbus, OH",,1836536,OH
Perry County,OH08,OH,8,0,Buckeye Hills - Hocking Valley Regional Development District,39127,0,"Columbus, OH",,1836536,OH
Paulding County,OH10,OH,10,0,Maumee Valley Planning Organization,39125,0,Not Applicable,,-,OH
Ottawa County,OH06,OH,6,0,Toledo Metropolitan Area Council of Governments,39123,0,Not Applicable,,-,OH
Noble County,OH08,OH,8,0,Buckeye Hills - Hocking Valley Regional Development District,39121,0,Not Applicable,,-,OH
Muskingum County,OH11,OH,11,0,Ohio Mid-Eastern Governments Association,39119,0,Not Applicable,,-,OH
Morrow County,OH04,OH,4,0,Mid-Ohio Regional Planning Commission,39117,0,"Columbus, OH",,1836536,OH
Morgan County,OH08,OH,8,0,Buckeye Hills - Hocking Valley Regional Development District,39115,0,Not Applicable,,-,OH
Montgomery County,OH05,OH,5,0,Miami Valley Regional Planning Commission,39113,0,"Dayton, OH",,841502,OH
Monroe County,OH08,OH,8,0,Buckeye Hills - Hocking Valley Regional Development District,39111,0,Not Applicable,,-,OH
Miami County,OH05,OH,5,0,Miami Valley Regional Planning Commission,39109,0,"Dayton, OH",,841502,OH
Mercer County,OH99,OH,99,0,Unattached,39107,0,Not Applicable,,-,OH
Meigs County,OH08,OH,8,0,Buckeye Hills - Hocking Valley Regional Development District,39105,0,Not Applicable,,-,OH
Medina County,OH03,OH,3,0,Northeast Ohio Areawide Coordinating Agency,39103,0,"Cleveland-Elyria, OH",,2077240,OH
Marion County,OH04,OH,4,0,Mid-Ohio Regional Planning Commission,39101,0,Not Applicable,,-,OH
Mahoning County,OH07,OH,7,0,Eastgate Regional Council of Governments,39099,0,"Youngstown-Warren-Boardman, OH-PA",,565773,OH
Madison County,OH04,OH,4,0,Mid-Ohio Regional Planning Commission,39097,0,"Columbus, OH",,1836536,OH
Lucas County,OH06,OH,6,0,Toledo Metropolitan Area Council of Governments,39095,0,"Toledo, OH",,651429,OH
Lorain County,OH03,OH,3,0,Northeast Ohio Areawide Coordinating Agency,39093,0,"Cleveland-Elyria, OH",,2077240,OH
Logan County,OH04,OH,4,0,Mid-Ohio Regional Planning Commission,39091,0,Not Applicable,,-,OH
Licking County,OH04,OH,4,0,Mid-Ohio Regional Planning Commission,39089,0,"Columbus, OH",,1836536,OH
Lawrence County,OH09,OH,9,0,Ohio Valley Regional Development Commission,39087,0,"Huntington-Ashland, WV-KY-OH",,287702,OH
Lake County,OH03,OH,3,0,Northeast Ohio Areawide Coordinating Agency,39085,0,"Cleveland-Elyria, OH",,2077240,OH
Knox County,OH04,OH,4,0,Mid-Ohio Regional Planning Commission,39083,0,Not Applicable,,-,OH
Jefferson County,OH11,OH,11,WV11,Ohio Mid-Eastern Governments Association,39081,0,"Steubenville-Weirton, OH-WV",,124454,OH
Jackson County,OH09,OH,9,0,Ohio Valley Regional Development Commission,39079,0,Not Applicable,,-,OH
Huron County,OH99,OH,99,0,Unattached,39077,0,Not Applicable,,-,OH
Holmes County,OH11,OH,11,0,Ohio Mid-Eastern Governments Association,39075,0,Not Applicable,,-,OH
Hocking County,OH08,OH,8,0,Buckeye Hills - Hocking Valley Regional Development District,39073,0,"Columbus, OH",,1836536,OH
Highland County,OH09,OH,9,0,Ohio Valley Regional Development Commission,39071,0,Not Applicable,,-,OH
Henry County,OH10,OH,10,0,Maumee Valley Planning Organization,39069,0,Not Applicable,,-,OH
Harrison County,OH11,OH,11,0,Ohio Mid-Eastern Governments Association,39067,0,Not Applicable,,-,OH
Hardin County,OH99,OH,99,0,Unattached,39065,0,Not Applicable,,-,OH
Hancock County,OH99,OH,99,0,Unattached,39063,0,Not Applicable,,-,OH
Hamilton County,OH01,OH,1,0,Ohio-Kentucky-Indiana Regional Council of Governments,39061,0,"Cincinnati, OH-KY-IN",,2130151,OH
Guernsey County,OH11,OH,11,0,Ohio Mid-Eastern Governments Association,39059,0,Not Applicable,,-,OH
Greene County,OH05,OH,5,0,Miami Valley Regional Planning Commission,39057,0,"Dayton, OH",,841502,OH
Geauga County,OH03,OH,3,0,Northeast Ohio Areawide Coordinating Agency,39055,0,"Cleveland-Elyria, OH",,2077240,OH
Gallia County,OH09,OH,9,0,Ohio Valley Regional Development Commission,39053,0,Not Applicable,,-,OH
Fulton County,OH06,OH,6,OH10,Toledo Metropolitan Area Council of Governments,39051,0,"Toledo, OH",,651429,OH
Franklin County,OH04,OH,4,0,Mid-Ohio Regional Planning Commission,39049,0,"Columbus, OH",,1836536,OH
Fayette County,OH04,OH,4,0,Mid-Ohio Regional Planning Commission,39047,0,Not Applicable,,-,OH
Fairfield County,OH04,OH,4,0,Mid-Ohio Regional Planning Commission,39045,0,"Columbus, OH",,1836536,OH
Erie County,OH52,OH,52,0,Policy Committee of the Erie Regional Planning Commission,39043,0,Not Applicable,,-,OH
Delaware County,OH04,OH,4,0,Mid-Ohio Regional Planning Commission,39041,0,"Columbus, OH",,1836536,OH
Defiance County,OH10,OH,10,0,Maumee Valley Planning Organization,39039,0,Not Applicable,,-,OH
Darke County,OH05,OH,5,0,Miami Valley Regional Planning Commission,39037,0,Not Applicable,,-,OH
Cuyahoga County,OH03,OH,3,0,Northeast Ohio Areawide Coordinating Agency,39035,0,"Cleveland-Elyria, OH",,2077240,OH
Crawford County,OH99,OH,99,0,Unattached,39033,0,Not Applicable,,-,OH
Coshocton County,OH11,OH,11,0,Ohio Mid-Eastern Governments Association,39031,0,Not Applicable,,-,OH
Columbiana County,OH11,OH,11,0,Ohio Mid-Eastern Governments Association,39029,0,Not Applicable,,-,OH
Clinton County,OH99,OH,99,0,Unattached,39027,0,Not Applicable,,-,OH
Clermont County,OH01,OH,1,0,Ohio-Kentucky-Indiana Regional Council of Governments,39025,0,"Cincinnati, OH-KY-IN",,2130151,OH
Clark County,OH51,OH,51,0,Clark County-Springfield Transportation Study,39023,0,"Springfield, OH",,138333,OH
Champaign County,OH99,OH,99,0,Unattached,39021,0,Not Applicable,,-,OH
Carroll County,OH11,OH,11,0,Ohio Mid-Eastern Governments Association,39019,0,"Canton-Massillon, OH",,404422,OH
Butler County,OH01,OH,1,0,Ohio-Kentucky-Indiana Regional Council of Governments,39017,0,"Cincinnati, OH-KY-IN",,2130151,OH
Brown County,OH09,OH,9,0,Ohio Valley Regional Development Commission,39015,0,"Cincinnati, OH-KY-IN",,2130151,OH
Belmont County,OH11,OH,11,WV10,Ohio Mid-Eastern Governments Association,39013,0,"Wheeling, WV-OH",,147950,OH
Auglaize County,OH99,OH,99,0,Unattached,39011,0,Not Applicable,,-,OH
Athens County,OH08,OH,8,0,Buckeye Hills - Hocking Valley Regional Development District,39009,0,Not Applicable,,-,OH
Ashtabula County,OH07,OH,7,0,Eastgate Regional Council of Governments,39007,0,Not Applicable,,-,OH
Ashland County,OH99,OH,99,0,Unattached,39005,0,Not Applicable,,-,OH
Allen County,OH50,OH,50,0,Lima-Allen County Regional Planning Commission,39003,0,"Lima, OH",,106331,OH
